ProductID,BatchNumber,ProductionDate,Defective,Weight,Length
1,25,2024-01-09,0,462.45374363887805,17.613212046913663
2,45,2024-04-18,0,521.7667041961902,15.899233582990265
3,20,2024-04-11,0,498.36902973318945,14.177899108335216
4,31,2024-06-27,0,488.93876177863234,16.4985991100124
5,14,2023-10-27,0,524.4592952384168,15.422275538238395
6,8,2023-09-27,0,493.37382727940997,14.478697718606698
7,20,2023-12-19,0,511.99973486324683,13.96960325809237
8,36,2023-12-02,0,484.63233361404644,17.158433552784466
9,30,2024-05-15,0,483.27739746344025,17.954925573306138
10,21,2024-03-21,0,536.2116352116723,14.449782552419551
11,9,2023-07-21,0,484.2593452547463,14.12598457432628
12,11,2024-04-27,0,488.30458127165065,16.396339477479714
13,42,2023-12-27,0,465.83358416264633,13.729647202927593
14,35,2023-11-25,0,532.5996448801565,16.207353373914163
15,47,2023-07-25,0,507.95996646590197,18.473859211755475
16,12,2024-06-01,1,504.75559266905196,14.164331127810897
17,9,2024-02-14,0,519.5027682115725,15.049026464408799
18,22,2024-05-25,0,473.41326861331464,18.979386155030266
19,5,2023-10-17,0,489.1790643616066,14.25366337403472
20,48,2024-02-04,1,498.1712453750098,15.282073463097102
21,8,2024-02-26,0,469.0305789854308,13.116369051179987
22,22,2023-12-22,0,526.228542526999,13.594330807533472
23,23,2024-03-28,0,499.63141899613265,12.242326056238655
24,7,2024-03-22,0,493.53422727489,20.850499168141305
25,20,2023-10-30,0,504.7245097913657,16.14350398242113
26,44,2024-05-19,0,484.948354313264,14.90824890159326
27,7,2024-05-06,0,500.9022600762593,12.88587141705301
28,33,2024-03-07,0,568.5507709400499,11.350613873563733
29,38,2023-09-04,0,512.093640604916,15.483476576585076
30,23,2024-04-07,0,533.3662211926865,14.709696361769845
31,42,2024-06-28,0,492.8983375508816,16.003985327714936
32,22,2023-12-27,0,484.96862019738126,16.384657682163944
33,12,2024-03-27,0,506.1940717874332,17.02455008551415
34,44,2023-09-22,0,473.1659011315193,14.915645774566888
35,4,2023-12-13,0,453.86084469108414,16.244020929525384
36,33,2024-06-24,0,514.6318501004428,14.184927743596182
37,30,2024-04-22,0,512.8267628994446,13.297107202770551
38,22,2024-03-26,0,516.6770244350614,14.323633462499581
39,18,2023-08-30,0,500.56339746379996,16.537935480925178
40,6,2024-07-01,0,539.5674539975932,16.212995337058867
41,48,2023-11-17,0,498.2534362588477,14.974773715331652
42,28,2023-09-20,0,488.9207051841884,15.64485544574218
43,2,2023-12-05,0,439.8700256998535,18.215016685020142
44,34,2024-04-01,0,499.05668264693514,11.395179783007357
45,41,2024-06-12,0,516.6375557011936,12.489864207085597
46,44,2023-07-27,0,500.13722397078993,14.973932481178046
47,40,2023-12-13,0,522.4844346889353,16.400714674354365
48,44,2023-10-13,0,545.8976233251078,14.569453530918967
49,38,2023-09-11,0,496.53299583245604,16.806176909738046
50,31,2024-04-18,0,524.6250711918661,8.985125591112883
51,19,2023-09-23,0,468.2829484963995,10.339065484693709
52,16,2024-02-04,0,520.6263820871325,13.864393424640953
53,46,2023-11-10,0,501.2698096077354,20.334644177768354
54,41,2024-02-05,1,495.57219003305875,14.999863294856567
55,30,2023-11-24,0,496.7320215998702,10.517102064389814
56,5,2023-08-06,0,496.87393063322713,14.279940534352258
57,49,2023-11-23,0,493.823941813095,16.23498776313568
58,43,2023-12-17,0,503.9734594029933,16.924444762423448
59,21,2024-02-17,0,496.51415731867195,15.941097822389535
60,17,2023-12-03,0,476.8841504207359,14.52839158923255
61,22,2024-01-29,0,508.34107777984246,16.35757858842358
62,3,2024-06-17,0,487.8426410322106,17.307236063164982
63,21,2024-05-14,0,520.9597322958426,13.89053438833728
64,46,2023-07-27,0,499.3234606685524,14.752798477146095
65,25,2024-01-23,0,502.5404790664238,14.727804587979644
66,44,2023-09-24,0,459.0153617351067,11.588915187238793
67,21,2024-01-11,0,474.86639743663756,12.485807151519904
68,46,2023-09-18,0,518.792287870149,10.362750024317915
69,16,2024-03-19,0,485.32366547947646,15.168675850356252
70,34,2024-06-21,0,489.351246820021,14.40465349541804
71,25,2024-06-22,0,494.44120065463443,14.321934248618954
72,25,2024-03-02,0,527.2748518565469,14.931192501607553
73,41,2024-05-30,0,507.48275995603166,16.038538377198904
74,28,2023-10-15,0,526.2052920676666,13.65483380466092
75,4,2023-11-09,0,494.64504404937617,17.347222451503413
76,20,2024-02-23,0,504.2635252753278,11.815541024694715
77,13,2023-12-07,0,475.93513089248046,14.972701598401779
78,45,2024-03-26,0,523.5606247028675,14.803309019595247
79,11,2023-11-20,0,502.17296407389705,16.69975414982313
80,10,2024-06-14,0,500.8825819759255,14.010028580188932
81,29,2023-11-16,1,506.76631078451317,17.1374617166715
82,47,2024-06-25,0,528.9358414784065,14.53226717877094
83,32,2024-04-02,0,495.7100978702282,14.796389786559514
84,24,2023-07-22,0,533.2607791550981,14.701845674532326
85,14,2023-12-12,0,482.9695483119242,16.396192484940332
86,6,2023-07-24,0,508.44369215938184,16.70629632890281
87,46,2023-10-03,0,540.1843712234975,13.790518407712765
88,41,2023-10-02,0,490.20370537482796,12.18221807606313
89,8,2023-12-09,0,504.9051170688684,13.037796767603417
90,42,2023-11-27,0,517.5501012567287,15.33036613600394
91,47,2023-07-23,0,497.24200602202586,14.966708288974933
92,17,2024-02-14,0,469.9929344767134,15.28186534142797
93,40,2024-03-01,0,478.8808128186209,13.54965573988438
94,36,2023-10-11,0,511.6186517770767,16.5914816301838
95,43,2023-11-07,0,517.830306399785,14.647122917478061
96,29,2024-03-17,0,515.69110668642,11.733130940394826
97,18,2024-02-01,0,522.9286402773569,15.310699559630287
98,38,2024-05-16,0,501.43970389872044,16.094851996656985
99,2,2024-04-13,0,504.1646634142201,15.287520622433773
100,18,2024-04-27,0,469.6226268168494,15.260441958431457
101,31,2024-02-28,0,506.34657907404676,15.454343902960122
102,35,2024-06-21,0,512.253615707822,12.892541743766927
103,4,2024-02-02,0,488.33577410368025,18.06350604885186
104,34,2024-02-10,0,512.8800339778983,14.347012832511288
105,44,2024-04-09,0,463.68222310964353,17.93369034095184
106,26,2023-10-07,0,515.0219919558907,13.891742264970057
107,2,2024-06-13,0,506.005686472416,16.9333507456804
108,35,2024-07-12,0,542.2121706717604,15.480359297454928
109,40,2024-06-02,0,528.2617107373053,15.20062886726911
110,41,2024-01-16,0,530.1396071711706,13.122417086231229
111,19,2024-05-17,0,516.3479419273633,17.41163711283432
112,42,2024-07-10,0,512.9323122783052,15.837944021516954
113,22,2024-02-13,0,476.3673737017414,14.819499860048847
114,48,2024-02-01,0,493.2981739929643,17.414749973536
115,29,2024-04-17,0,536.5345694132172,15.177160394787034
116,2,2024-07-09,0,470.8767110255382,19.419611178581246
117,42,2023-09-19,0,490.9943633037374,17.03335423990277
118,39,2024-06-16,0,471.6153183837066,14.33858184838586
119,13,2023-09-08,0,529.0190362806426,17.71676377574201
120,16,2024-03-08,0,488.68437342908777,15.121712769055716
121,29,2024-02-03,0,530.8906873186259,19.01178288075035
122,26,2024-05-20,0,491.72475012561404,15.16331672635426
123,23,2024-07-03,0,489.91735839672526,14.841581268656448
124,28,2024-06-25,0,525.5705837796933,15.187936599510856
125,14,2024-01-18,0,518.7766345278756,15.799013366155911
126,34,2024-06-19,0,445.6743938156485,18.098622520935706
127,15,2023-09-03,0,509.022815797144,15.585713841284944
128,9,2023-08-30,0,512.0033375650459,14.786570149990041
129,5,2024-05-14,0,504.1961386180182,14.013079957862608
130,47,2024-04-21,0,486.8468399235045,16.57136259153714
131,22,2024-03-14,0,500.5681688927918,13.891309738772936
132,46,2024-04-29,0,492.03877038068674,12.662339356065354
133,29,2023-12-04,1,504.2264605521995,13.11550711938748
134,23,2023-10-11,0,495.9521147427787,14.070144791231261
135,15,2023-08-30,0,487.56143683522106,14.751131257182328
136,1,2023-10-18,0,503.27540892609227,17.106344139712572
137,38,2024-06-28,0,516.0487782036879,13.845512896514087
138,10,2023-09-18,0,505.7801178479073,17.39425690493552
139,34,2023-09-04,0,488.92715220137535,11.724587425706199
140,41,2024-03-20,0,506.7250804074082,20.269205601676813
141,41,2023-09-06,0,521.3958478371793,11.827152149559812
142,8,2023-08-03,0,531.9080833715238,15.396174076986275
143,27,2023-12-20,0,524.1510516831887,14.564839965216978
144,30,2024-03-27,0,510.74760386718066,13.429370556314135
145,18,2023-08-15,0,479.81751937572227,16.35281736908998
146,11,2024-04-25,0,472.68894546158253,17.11442832838889
147,44,2023-07-28,0,495.95237572561854,14.655627779646869
148,34,2023-11-22,0,471.81630436887673,17.418769823927775
149,2,2023-07-24,0,484.30430541878746,15.128115384005799
150,39,2024-06-17,0,496.5975539049767,12.87244006651067
151,20,2023-09-24,0,490.31579156522196,14.841624988388327
152,30,2024-01-08,0,493.44163887379165,13.945007867422461
153,7,2024-04-01,0,473.4399074540378,15.920429543210206
154,6,2023-09-30,0,504.6293351958642,14.201666215477301
155,5,2023-12-08,1,519.9301610213381,14.851633609301336
156,3,2023-12-28,0,489.0372506442166,12.829285115536935
157,41,2024-02-27,0,514.5151068838243,17.13871293624945
158,41,2024-04-15,0,553.2545342743615,14.2887431530779
159,17,2024-04-28,0,498.1637793973109,12.861045778423883
160,8,2024-03-19,0,513.0242001589905,20.262948603695683
161,41,2023-09-22,0,503.9354018017471,12.174051252155923
162,25,2023-08-06,0,519.392474584481,16.014860611604227
163,24,2023-08-16,1,465.6270024677581,10.672668877992434
164,23,2023-12-27,0,478.8608646410957,15.617045499281652
165,42,2023-11-11,0,502.8692785614276,15.376227040036497
166,7,2024-05-31,0,517.7392513231694,14.495244062631654
167,15,2024-03-07,0,502.6104805172988,12.272911979090738
168,40,2024-05-04,0,466.70853498064713,13.282938109694111
169,25,2024-04-25,0,483.5277344708321,13.386878450997344
170,32,2023-12-12,0,484.10587764805564,12.65175274161899
171,21,2023-12-20,0,507.77983890006095,13.103908311067283
172,19,2023-10-03,0,484.75922080319145,17.870251782608452
173,36,2024-01-10,0,486.38385790398456,15.78241802434653
174,33,2023-10-01,0,521.6949515327541,17.661655300677612
175,21,2024-02-05,0,526.7063255359718,13.022315792555743
176,25,2023-10-08,0,491.7345038932792,14.13739352460864
177,33,2024-07-09,0,508.49805344699746,11.525900891106248
178,28,2024-06-21,0,462.3703240293732,12.619088535414056
179,45,2023-08-11,0,503.9665411871068,14.417773704608843
180,37,2023-10-30,0,523.7995609959165,14.158787294254667
181,19,2024-02-09,0,510.535634105147,18.55470755104203
182,23,2024-02-11,0,502.0212168871494,15.216093146943741
183,35,2024-05-08,0,492.2271405305473,14.469800232515054
184,32,2023-12-17,0,487.06415968817197,15.918925184158832
185,19,2023-12-02,0,496.41835189612397,15.053757105484785
186,15,2024-06-26,0,468.9711772352738,12.828592926804301
187,8,2024-07-13,0,532.2091795659649,13.746224512074502
188,12,2023-11-24,0,511.2842128078963,17.797913765254613
189,11,2023-11-06,0,497.9512593157343,17.607575401928763
190,39,2024-03-24,0,487.60390450345324,15.514470636672351
191,42,2024-04-09,0,498.59320759684516,17.03897046327863
192,23,2024-02-25,0,515.9558988452568,18.285618468784627
193,1,2024-06-15,0,520.2289578243789,14.1165485755645
194,35,2023-10-10,0,481.9261813986852,15.368629679597252
195,18,2024-04-22,0,480.5294247965269,15.442181805913181
196,43,2024-01-13,0,541.5645992561655,13.346372936614067
197,7,2023-10-18,0,522.7318571543137,15.892863256149056
198,4,2024-05-21,0,514.1703988165601,12.71264396191605
199,41,2024-03-06,0,497.2270751256526,15.204519970343148
200,28,2023-09-29,0,518.4804067652557,14.46217221632079
201,13,2024-04-28,0,474.53533648337765,15.859094233825452
202,40,2023-10-25,0,530.6353684307009,12.290277573033945
203,22,2023-12-19,0,499.2845555052568,13.957801049212291
204,26,2024-02-06,0,515.8172300431751,18.76632829326636
205,1,2023-08-19,0,512.9243554979035,14.730307898212667
206,44,2024-03-16,0,497.3685817747614,15.136288316359044
207,35,2023-08-03,0,496.4926728980506,13.660857230143748
208,2,2024-06-09,0,524.4316628255197,15.090741853673492
209,49,2024-03-11,0,520.5299480916518,15.759542773077994
210,44,2023-09-17,0,464.5553776003916,14.048872035649957
211,38,2023-11-03,0,466.15188525887083,14.50100739924165
212,47,2023-10-27,0,481.07558759287684,14.667080546632615
213,44,2023-10-27,0,482.12909203400596,15.59147487769227
214,26,2024-01-31,0,477.6294825482554,17.26103467042349
215,24,2023-08-23,0,505.4422128652458,13.661348602684692
216,43,2024-07-02,0,490.72591105732056,16.6119613210219
217,5,2024-01-27,0,524.1224924352434,16.609211448230944
218,8,2023-12-31,0,529.0575553103412,15.509664690685877
219,30,2023-11-04,0,499.4263352500481,17.16330350528937
220,2,2024-02-02,0,533.6691589734579,15.198136726164005
221,24,2023-11-26,0,500.4842862028145,15.215632574074942
222,24,2024-03-01,1,491.304187065002,14.65289510191619
223,25,2023-08-07,0,501.29571478587826,14.459272416926266
224,26,2024-02-28,0,518.8972000398613,14.579003701947286
225,6,2023-07-30,0,467.71078054600207,11.278357652005786
226,23,2023-11-14,0,495.8280135555109,16.20054730957353
227,17,2024-04-15,0,505.94811320633744,14.355487194001578
228,32,2023-07-29,0,507.26169330477086,12.06226824662669
229,49,2023-08-29,0,492.63127313354175,16.940643974450524
230,1,2024-06-05,0,509.77571485286944,13.048915524124492
231,4,2023-11-29,0,505.84243235901727,16.718984271697366
232,34,2023-09-01,0,488.1618377305521,13.51688805522667
233,32,2024-07-02,0,543.6319725787755,16.91777517757994
234,7,2024-05-04,0,508.79100412062616,18.797842045752994
235,1,2024-06-05,0,493.3763329965234,11.8098747197402
236,9,2023-08-12,0,488.5656193304312,14.490075583159763
237,25,2024-02-05,0,520.5881783646183,16.913617107131397
238,7,2024-01-10,0,502.04119582128135,15.55937813942806
239,12,2024-06-14,0,550.9622539563038,15.563393026646896
240,5,2024-06-26,0,491.28151754095825,16.831206876473633
241,38,2023-12-19,0,475.1478612309542,13.422279486336752
242,8,2023-11-11,0,499.44603082332793,12.433906081429608
243,26,2023-09-22,0,503.5013491767489,13.572380364160757
244,43,2023-09-03,0,457.63098730719406,17.667104324306855
245,6,2024-01-31,0,493.8166297123704,13.472187098722229
246,38,2024-01-28,0,492.6316911722481,11.930083799256295
247,5,2024-03-10,0,492.62472927588897,17.313562002948494
248,43,2024-06-02,0,487.3954850473879,13.975637177111198
249,13,2023-09-25,0,473.1361491382312,14.101982482779807
250,17,2024-03-31,1,515.1607610284351,12.212255288741456
251,6,2024-05-07,1,488.32318312020647,16.060777472612365
252,14,2023-10-24,0,479.5259709519829,16.13593204640903
253,12,2023-11-10,0,484.80131464364183,13.899088288287505
254,23,2023-10-31,1,490.5535352050609,12.612535096295465
255,43,2023-09-10,0,502.17294249426055,11.215799964198503
256,40,2023-09-02,0,513.3667797272097,16.13611658580701
257,1,2024-03-06,0,480.93641003969856,20.19299056230711
258,25,2024-04-14,0,490.41405204891134,15.808645822319304
259,49,2023-08-14,0,473.0898454396005,16.216643865318705
260,28,2024-04-19,0,432.1540001315525,15.293122435639145
261,31,2023-11-23,0,503.11587861463175,15.699153208826313
262,25,2023-10-10,0,530.4000703500149,14.533967085280077
263,29,2024-07-16,0,510.4416650670565,15.588377287866896
264,25,2024-04-09,0,489.8588008771402,13.397986300843112
265,31,2023-10-17,0,501.9295828521047,12.51861343534567
266,47,2023-12-26,0,476.5035979800988,15.222477315575142
267,33,2023-12-28,0,497.5541528393484,15.196324486918563
268,47,2023-12-29,0,491.44581493884846,12.651155115512775
269,36,2024-07-13,0,482.9457153586523,13.89713716385802
270,23,2024-04-10,0,508.11304459609306,14.299853943854192
271,48,2024-03-07,1,551.9973432875811,16.43156696648546
272,9,2024-01-13,0,533.3089901286943,15.317335097877908
273,4,2023-10-05,0,498.5585395735581,14.664779842016996
274,37,2023-10-26,0,517.6822930943173,11.815568230428829
275,15,2024-04-09,0,517.2541486813925,15.540821118412527
276,37,2024-04-25,0,487.0492394862836,16.05839848983509
277,18,2023-09-02,0,512.8780814700123,19.396224992370744
278,20,2023-11-02,0,471.18015802987696,15.89266687195905
279,25,2024-03-16,0,483.89403216296836,16.84822139152715
280,25,2024-06-17,0,504.7750574081226,16.867321087944287
281,36,2023-10-31,0,491.7042467528575,11.374595649700167
282,2,2024-07-01,0,535.1295728606044,14.750763965483557
283,13,2024-07-06,0,512.9608086911069,14.660709316315044
284,21,2023-12-02,0,492.3592375766806,14.080060949989937
285,8,2023-08-03,0,490.58840573773034,16.71306759043739
286,23,2024-05-24,0,503.7394121642657,18.253441552605675
287,45,2024-07-12,0,478.88937422715634,13.15106075203615
288,16,2023-09-15,0,511.91223906589096,14.688011609406256
289,33,2023-11-22,0,472.4939610010905,15.849995027541567
290,34,2023-09-11,0,512.4602039192148,13.440897185340466
291,14,2023-11-18,0,496.70810536039176,10.7669276468809
292,2,2024-06-05,0,508.2922703618253,14.569873948562758
293,4,2023-08-03,0,479.7482814932407,12.791818581355662
294,40,2024-05-17,0,504.89970414176236,11.12308209088313
295,37,2024-04-08,0,548.2469548302531,16.803794061736703
296,39,2023-09-15,0,490.8556649507867,18.270962580563186
297,28,2024-04-16,1,506.3479972065805,16.057852494621415
298,35,2024-05-05,0,530.1113389951462,15.831927854232756
299,46,2023-11-21,0,515.2340828972027,15.868166029294624
300,39,2024-04-05,0,508.6377096828926,14.844784069634102
301,48,2023-12-27,0,479.7262145495762,15.898337983560655
302,26,2023-08-25,0,474.448232554067,14.737396185035184
303,17,2024-02-01,0,501.0686488136492,13.498130035895116
304,49,2024-04-27,0,490.735282893736,17.55530357073616
305,10,2024-01-24,0,499.6188357244942,16.497523104740505
306,26,2023-10-13,0,504.11313348039033,20.31454609822835
307,1,2023-10-17,0,486.4714432231423,13.362785449840572
308,16,2024-06-15,0,509.8820605202784,12.109697677594353
309,17,2023-07-24,0,537.1711237718221,17.683526382546397
310,43,2024-03-10,0,479.81318025239113,14.789620888952172
311,37,2024-01-22,0,490.6090728295818,17.71357449010694
312,8,2024-01-11,0,499.00778682640004,19.028028185064283
313,24,2024-04-03,0,522.8091934788118,12.254740703224531
314,41,2024-05-01,0,476.272359986366,13.28514319812609
315,39,2023-12-17,0,478.69703791231836,11.637423099353342
316,46,2023-12-05,0,456.72677974367275,14.698802691620095
317,38,2024-02-20,0,491.19275573572304,13.557872006438387
318,38,2024-03-09,0,513.6029153204366,11.118235143618875
319,5,2023-10-09,0,521.3044941795628,15.199810119176703
320,35,2023-07-30,0,507.1430732261546,17.563672889855418
321,23,2024-04-25,0,487.98086041235086,13.059841197189321
322,31,2023-11-10,0,514.1294322740474,17.490753098880667
323,34,2023-11-05,0,504.0863718123223,16.393742748200793
324,28,2024-01-09,1,461.5858880214014,14.870895962084932
325,8,2024-01-22,0,475.4381033476892,12.884319350039792
326,14,2023-10-24,0,530.2373061039259,14.061555447391646
327,26,2024-01-15,0,506.44410165950546,19.256790965076288
328,38,2023-08-29,0,472.5041122298284,14.22151841039153
329,32,2024-03-23,0,516.3990621612357,16.139225874588462
330,37,2024-05-01,0,521.2286991952528,14.45140107315674
331,48,2024-05-12,0,491.29931941080616,12.803166284676937
332,40,2023-09-25,0,513.1536419277357,16.379441723921058
333,9,2023-07-25,0,425.19798724096444,18.2984964837553
